Avg_Lifetime_Value,Total_Claim_Amount,Total_Policies,Avg_Monthly_Premium,Avg_Income,Total_Positive_Responses,Avg_Open_Complaints,Avg_Months_Since_Claim,High_Value_Customer,Cross_Sell_Potential,Engaged_Customer,Recency_Since_Last_Policy,Potential_Revenue_Increase,State,Coverage,Education,EmploymentStatus,Vehicle_Class,Premium_Affordability,Risk_Category,Retention_Risk,Cluster
2790.227993,180.667969,1.0,71.0,22974.0,0,0.0,0.0,0,0,0,8,0.0,Arizona,Basic,Master,Medical Leave,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
12846.4477,513.6,2.0,107.0,93210.0,0,2.0,6.0,1,0,0,9,0.0,Washington,Basic,College,Employed,SUV,High,Medium,Medium,Stable Revenue Contributors
3730.144916,446.4,1.0,93.0,75132.0,0,2.0,7.0,0,0,0,33,0.0,Washington,Extended,College,Employed,Four-Door Car,High,Medium,Medium,"High Income, Moderate Engagement"
2540.551456,290.911693,1.0,63.0,37125.0,0,0.0,29.0,0,0,0,78,0.0,Nevada,Basic,Master,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
4583.748377,764.592151,1.0,115.0,94804.0,0,4.0,13.0,0,0,0,79,0.0,Oregon,Basic,Master,Employed,SUV,High,High,High,"High Income, Moderate Engagement"
16414.039911750002,448.255019,2.0,117.0,78487.0,0,0.0,5.0,1,0,0,17,0.0,Oregon,Basic,College,Employed,SUV,High,Medium,Low,Stable Revenue Contributors
4530.385427,425.423198,1.0,112.0,52957.0,0,0.0,14.0,0,0,0,92,0.0,Washington,Basic,Doctor,Employed,Sports Car,High,Medium,Low,"High Income, Moderate Engagement"
7099.574987,312.0,2.0,65.0,16121.0,0,2.0,5.0,0,0,0,85,0.0,Oregon,Basic,Bachelor,Disabled,Four-Door Car,High,Medium,Medium,"High Income, Moderate Engagement"
4517.908834,566.4,1.0,118.0,25261.0,0,0.0,31.0,0,0,0,9,0.0,California,Basic,Bachelor,Medical Leave,SUV,High,Medium,Low,"High Income, Moderate Engagement"
2355.281389,302.4,1.0,63.0,0.0,0,0.0,20.0,0,0,0,5,0.0,Oregon,Basic,Bachelor,Unemployed,Four-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
2496.476385,181.335364,1.0,67.0,0.0,0,0.0,25.0,0,0,0,32,0.0,Oregon,Basic,Bachelor,Unemployed,Four-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
16414.039911750002,331.2,2.0,69.0,0.0,0,1.0,33.0,1,0,0,49,0.0,Oregon,Basic,Bachelor,Unemployed,Four-Door Car,Low,Medium,Medium,Stable Revenue Contributors
11828.61437,960.399730125,2.0,111.0,0.0,0,0.0,4.0,1,0,0,8,0.0,Arizona,Basic,College,Unemployed,SUV,Low,High,Low,Stable Revenue Contributors
3103.923041,236.902001,1.0,78.0,74665.0,0,2.0,10.0,0,0,0,90,0.0,California,Extended,College,Employed,Four-Door Car,High,Medium,Medium,"High Income, Moderate Engagement"
4014.332715,5.661684,1.0,99.0,54054.0,0,0.0,7.0,0,0,0,55,0.0,California,Extended,Master,Employed,Four-Door Car,High,Low,Low,"High Income, Moderate Engagement"
3311.15793,398.4,1.0,83.0,21246.0,0,0.0,19.0,0,0,0,51,0.0,Arizona,Extended,High School or Below,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
11606.84868,465.6,2.0,97.0,45893.0,0,0.0,3.0,1,0,0,75,0.0,Nevada,Extended,High School or Below,Employed,Two-Door Car,High,Medium,Low,Stable Revenue Contributors
3531.348165,958.502743,1.0,98.0,0.0,0,0.0,23.0,0,0,0,46,0.0,California,Extended,High School or Below,Unemployed,Two-Door Car,Low,High,Low,"High Income, Moderate Engagement"
2855.687705,336.0,1.0,70.0,99612.0,0,0.0,14.0,0,0,0,20,0.0,Oregon,Basic,Master,Employed,Two-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
4834.797545,297.6,7.0,62.0,32017.0,0,2.0,9.0,0,1,0,10,62.0,California,Basic,College,Employed,Four-Door Car,High,Medium,Medium,"Moderate Income, Lower Cross-Sell Potential"
8178.235107,489.6,3.0,102.0,29057.0,0,0.0,22.0,0,1,0,24,102.0,California,Basic,College,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5232.333113,960.399730125,1.0,154.0,0.0,0,0.0,26.0,0,0,0,85,0.0,Arizona,Premium,College,Unemployed,Sports Car,Low,High,Low,"High Income, Moderate Engagement"
4854.362069,292.8,3.0,61.0,44279.0,0,0.0,32.0,0,1,0,7,61.0,Arizona,Basic,High School or Below,Employed,Two-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
9540.923395,571.2,6.0,119.0,53351.0,0,0.0,4.0,0,1,0,7,119.0,Washington,Premium,College,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
2203.439795,518.715288,1.0,72.0,0.0,0,2.0,33.0,0,0,0,6,0.0,Oregon,Basic,College,Unemployed,Four-Door Car,Low,Medium,Medium,"High Income, Moderate Engagement"
2275.401583,460.8,1.0,64.0,0.0,0,0.0,23.0,0,0,0,66,0.0,Oregon,Basic,High School or Below,Unemployed,Two-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
9079.823377,766.519022,3.0,113.0,20290.0,0,0.0,6.0,0,1,0,75,113.0,Washington,Basic,Master,Employed,SUV,High,High,Low,"Moderate Income, Lower Cross-Sell Potential"
7247.495684,460.8,3.0,96.0,0.0,0,1.0,31.0,0,1,0,64,96.0,Oregon,Extended,College,Unemployed,Four-Door Car,Low,Medium,Medium,"Moderate Income, Lower Cross-Sell Potential"
10506.88413,385.440163,8.0,137.0,37934.0,0,1.0,2.0,1,1,0,58,137.0,Oregon,Extended,College,Employed,Sports Car,High,Medium,Medium,"Moderate Income, Lower Cross-Sell Potential"
5399.57618,29.984815,6.0,67.0,71186.0,0,0.0,11.0,0,1,0,14,67.0,Arizona,Basic,High School or Below,Employed,Two-Door Car,High,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
8012.841201,489.6,6.0,102.0,40635.0,0,0.0,4.0,0,1,0,45,102.0,Arizona,Basic,College,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
11093.71591,456.0,2.0,95.0,78255.0,0,0.0,14.0,1,0,0,88,0.0,California,Extended,High School or Below,Employed,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
8937.118615,604.8,8.0,126.0,0.0,0,0.0,16.0,0,1,0,69,126.0,Oregon,Extended,High School or Below,Unemployed,SUV,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5597.12496,667.2,1.0,139.0,37995.0,1,0.0,16.0,0,0,1,50,0.0,Washington,Extended,High School or Below,Employed,SUV,High,Medium,Low,Balanced Portfolio
14203.04178,677.63589,8.5,170.5,55593.0,0,1.0,10.0,1,1,0,48,180.0,California,Basic,College,Employed,Luxury Car,High,Medium,Medium,"Moderate Income, Lower Cross-Sell Potential"
2903.242245,355.2,1.0,74.0,20510.0,0,0.0,32.0,0,0,0,63,0.0,Oregon,Basic,High School or Below,Employed,Two-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
6503.219978,128.292466,4.0,88.0,46298.0,0,3.0,11.0,0,1,0,82,88.0,Nevada,Extended,High School or Below,Employed,Four-Door Car,High,Low,High,"Moderate Income, Lower Cross-Sell Potential"
2648.471057,378.432035,1.0,69.0,26540.0,0,0.0,15.0,0,0,0,4,0.0,Oregon,Basic,High School or Below,Disabled,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
16414.039911750002,556.8,2.0,116.0,45431.0,0,0.0,23.0,1,0,0,81,0.0,Arizona,Premium,College,Employed,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
3954.344534,535.080276,1.0,103.0,18375.0,1,0.0,8.0,0,0,1,50,0.0,California,Basic,Bachelor,Disabled,Sports Car,High,Medium,Low,Balanced Portfolio
16414.039911750002,350.4,2.0,73.0,0.0,1,0.0,9.0,1,0,1,94,0.0,California,Basic,College,Unemployed,Two-Door Car,Low,Medium,Low,Balanced Portfolio
7903.993374,67.504452,2.0,69.0,35406.0,0,4.0,13.0,0,0,0,15,0.0,Arizona,Basic,Master,Employed,Four-Door Car,High,Low,High,"High Income, Moderate Engagement"
6846.150323,456.0,5.0,95.0,0.0,1,0.0,13.0,0,1,1,20,95.0,Nevada,Extended,Bachelor,Unemployed,Two-Door Car,Low,Medium,Low,Balanced Portfolio
4510.542608,202.22495,1.0,111.0,84300.0,0,0.0,13.0,0,0,0,0,0.0,California,Basic,College,Employed,SUV,High,Medium,Low,"High Income, Moderate Engagement"
13955.56961,372.175592,2.0,115.0,90279.0,0,0.0,7.0,1,0,0,64,0.0,California,Basic,Master,Employed,SUV,High,Medium,Low,Stable Revenue Contributors
3981.775889,475.20088,1.0,100.0,52801.0,0,0.0,21.0,0,0,0,78,0.0,Washington,Basic,Bachelor,Employed,SUV,High,Medium,Low,"High Income, Moderate Engagement"
4927.707574,132.443705,8.5,67.0,0.0,0,0.0,29.0,0,1,0,40,67.0,Washington,Basic,Bachelor,Unemployed,Two-Door Car,Low,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,525.6,2.0,73.0,35095.0,1,0.0,25.0,1,0,1,56,0.0,California,Basic,Bachelor,Employed,Two-Door Car,High,Medium,Low,Balanced Portfolio
5171.272924,344.469652,3.0,69.0,0.0,0,0.0,13.0,0,1,0,90,69.0,California,Basic,College,Unemployed,Two-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
3323.092454,131.828507,1.0,83.0,70410.0,0,0.0,25.0,0,0,0,13,0.0,Arizona,Extended,Bachelor,Employed,Four-Door Car,High,Low,Low,"High Income, Moderate Engagement"
12731.95161,504.0,2.0,105.0,40870.0,1,0.0,3.0,1,0,1,56,0.0,California,Basic,Doctor,Employed,SUV,High,Medium,Low,Balanced Portfolio
6308.922374,4.61262,6.0,79.0,21368.0,0,0.0,7.0,0,1,0,2,79.0,Oregon,Extended,Doctor,Employed,Four-Door Car,High,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
8658.863813,400.181882,4.0,109.0,62464.0,1,0.0,23.0,0,1,1,45,109.0,Arizona,Basic,College,Employed,Sports Car,High,Medium,Low,Balanced Portfolio
7427.845088,181.148732,3.0,92.0,78294.0,0,0.0,6.0,0,1,0,35,92.0,Oregon,Extended,Bachelor,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
8500.909417,508.8,7.0,106.0,79153.0,0,0.0,12.0,0,1,0,5,106.0,Oregon,Basic,High School or Below,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
8896.500265,168.901895,8.0,112.0,26201.0,0,0.0,4.0,0,1,0,48,112.0,California,Basic,High School or Below,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5600.496541,331.2,7.0,69.0,68665.0,0,0.0,33.0,0,1,0,67,69.0,Oregon,Basic,Doctor,Employed,Two-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
6889.557028,475.2,2.0,66.0,0.0,0,0.0,2.0,0,0,0,75,0.0,California,Basic,High School or Below,Unemployed,Four-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
2627.831472,120.060283,1.0,67.0,31964.0,0,0.0,30.0,0,0,0,90,0.0,California,Basic,Bachelor,Employed,Four-Door Car,High,Low,Low,"High Income, Moderate Engagement"
7506.779365,926.4,1.0,170.5,49561.0,0,0.0,4.0,0,0,0,35,0.0,California,Premium,College,Employed,SUV,High,High,Low,"High Income, Moderate Engagement"
2393.915369,425.266308,1.0,70.0,0.0,1,0.0,24.0,0,0,1,10,0.0,Oregon,Basic,College,Unemployed,Four-Door Car,Low,Medium,Low,Balanced Portfolio
3848.483648,470.4,1.0,98.0,42589.0,0,0.0,8.0,0,0,0,73,0.0,California,Extended,High School or Below,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
7611.949286,122.924197,7.0,95.0,90252.0,0,0.0,1.0,0,1,0,77,95.0,Nevada,Extended,Bachelor,Employed,Four-Door Car,High,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
7649.28199,128.705563,2.0,64.0,52705.0,0,1.0,14.0,0,0,0,8,0.0,Arizona,Basic,Bachelor,Employed,Two-Door Car,High,Low,Medium,"High Income, Moderate Engagement"
7074.398104,491.384479,3.0,88.0,94508.0,0,0.0,27.0,0,1,0,54,88.0,California,Extended,Bachelor,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,306.337632,2.0,115.0,63624.0,0,2.0,10.0,1,0,0,40,0.0,Arizona,Basic,College,Employed,SUV,High,Medium,Medium,Stable Revenue Contributors
12390.47778,316.8,2.0,66.0,14382.0,0,0.0,8.0,1,0,0,48,0.0,California,Basic,Bachelor,Medical Leave,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
5232.454958,316.8,5.0,66.0,41596.0,0,0.0,12.0,0,1,0,12,66.0,Oregon,Basic,Bachelor,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
9904.977027,475.2,2.0,66.0,0.0,0,0.0,1.0,0,0,0,73,0.0,Oregon,Basic,High School or Below,Unemployed,Four-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
2751.250209,336.0,1.0,70.0,86788.0,0,0.0,32.0,0,0,0,68,0.0,California,Basic,High School or Below,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
9155.239699,804.811859,3.0,127.0,0.0,0,0.0,3.0,0,1,0,93,127.0,Oregon,Extended,College,Unemployed,Sports Car,Low,High,Low,"Moderate Income, Lower Cross-Sell Potential"
8432.815731,453.578343,5.0,111.0,21052.0,0,0.0,12.0,0,1,0,55,111.0,Oregon,Basic,College,Disabled,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
2671.166649,127.157137,1.0,68.0,23305.0,0,0.0,25.0,0,0,0,26,0.0,California,Basic,Master,Medical Leave,Four-Door Car,High,Low,Low,"High Income, Moderate Engagement"
3864.776795,707.303416,1.0,99.0,24204.0,0,1.0,25.0,0,0,0,41,0.0,California,Extended,Bachelor,Employed,Four-Door Car,High,Medium,Medium,"High Income, Moderate Engagement"
10720.41744,667.2,4.0,139.0,34837.0,0,1.0,4.0,1,1,0,2,139.0,Arizona,Extended,Bachelor,Employed,SUV,High,Medium,Medium,Stable Revenue Contributors
9424.256842,322.575677,3.0,118.0,46897.0,0,0.0,13.0,0,1,0,11,118.0,California,Basic,Master,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
4681.52815,439.772868,4.0,72.0,14606.0,0,5.0,2.0,0,1,0,94,72.0,Oregon,Basic,Bachelor,Disabled,Four-Door Car,High,Medium,High,"Moderate Income, Lower Cross-Sell Potential"
3403.919366,91.55098,1.0,88.0,38460.0,0,1.0,15.0,0,0,0,1,0.0,Washington,Extended,College,Employed,Four-Door Car,High,Low,Medium,"High Income, Moderate Engagement"
3176.865609,565.108501,1.0,81.0,35551.0,0,1.0,33.0,0,0,0,52,0.0,Oregon,Extended,Bachelor,Employed,Four-Door Car,High,Medium,Medium,"High Income, Moderate Engagement"
8516.751366,537.6,3.0,112.0,37573.0,0,3.0,3.0,0,1,0,21,112.0,Nevada,Basic,Bachelor,Employed,SUV,High,Medium,High,"Moderate Income, Lower Cross-Sell Potential"
6503.397049,451.670309,6.0,84.0,22081.0,1,0.0,1.0,0,1,1,9,84.0,Oregon,Extended,High School or Below,Disabled,Two-Door Car,High,Medium,Low,Balanced Portfolio
15415.04407,960.399730125,3.0,170.5,89464.0,0,1.0,17.0,1,1,0,40,180.0,Oregon,Basic,Bachelor,Employed,Luxury SUV,High,High,Medium,Stable Revenue Contributors
7524.735746,460.8,2.0,64.0,36580.0,0,1.0,20.0,0,0,0,76,0.0,California,Basic,Bachelor,Employed,Four-Door Car,High,Medium,Medium,"High Income, Moderate Engagement"
2486.064902,302.4,1.0,63.0,36635.0,0,0.0,20.0,0,0,0,28,0.0,Arizona,Basic,College,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
3939.00637,882.871945,1.0,99.0,60021.0,1,0.0,12.0,0,0,1,28,0.0,Oregon,Extended,Bachelor,Employed,Four-Door Car,High,High,Low,Balanced Portfolio
16414.039911750002,525.6,2.0,73.0,78362.0,0,0.0,16.0,1,0,0,66,0.0,Washington,Basic,Bachelor,Employed,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
15531.78589,808.844338,3.0,170.5,95340.0,0,2.0,5.0,1,1,0,84,180.0,California,Basic,Bachelor,Employed,Luxury SUV,High,High,Medium,Stable Revenue Contributors
6912.03963,460.8,5.0,96.0,0.0,0,0.0,11.0,0,1,0,55,96.0,Oregon,Extended,College,Unemployed,Four-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,56.868289,2.0,94.0,32006.0,0,0.0,28.0,1,0,0,7,0.0,Arizona,Extended,Master,Employed,Four-Door Car,High,Low,Low,Stable Revenue Contributors
7583.56435,737.442295,1.0,170.5,81568.0,0,0.0,0.0,0,0,0,73,0.0,Arizona,Basic,Master,Employed,Luxury SUV,High,High,Low,"High Income, Moderate Engagement"
7619.482766,504.0,5.0,105.0,0.0,0,0.0,5.0,0,1,0,42,105.0,California,Premium,College,Unemployed,Four-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
4726.963307,307.2,6.0,64.0,0.0,0,0.0,10.0,0,1,0,16,64.0,Oregon,Basic,High School or Below,Unemployed,Four-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
8460.80939,552.0,4.0,115.0,0.0,0,0.0,13.0,0,1,0,43,115.0,California,Basic,High School or Below,Unemployed,SUV,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,50.40447,2.0,70.0,49945.0,0,0.0,21.0,1,0,0,65,0.0,California,Basic,Bachelor,Employed,Four-Door Car,High,Low,Low,Stable Revenue Contributors
5225.253777,293.308765,8.5,65.0,67423.0,0,0.0,24.0,0,1,0,0,65.0,Washington,Basic,College,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
8693.631249,566.4,8.5,118.0,17453.0,0,1.0,12.0,0,1,0,70,118.0,Nevada,Basic,College,Disabled,SUV,Medium,Medium,Medium,"Moderate Income, Lower Cross-Sell Potential"
4936.888359,391.636628,7.0,72.0,0.0,0,2.0,7.0,0,1,0,34,72.0,Oregon,Basic,College,Unemployed,Two-Door Car,Low,Medium,Medium,"Moderate Income, Lower Cross-Sell Potential"
4639.035171,960.399730125,1.0,142.0,0.0,0,0.0,5.0,0,0,0,87,0.0,California,Premium,Bachelor,Unemployed,SUV,Low,High,Low,"High Income, Moderate Engagement"
4881.394894,102.322529,6.0,61.0,90892.0,0,0.0,1.0,0,1,0,31,61.0,Arizona,Basic,Bachelor,Employed,Two-Door Car,High,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
2837.163399,350.4,1.0,73.0,29242.0,0,0.0,26.0,0,0,0,23,0.0,California,Basic,College,Employed,Two-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
15950.01951,46.041452,2.0,87.0,0.0,0,1.0,10.0,1,0,0,55,0.0,Washington,Extended,College,Unemployed,Two-Door Car,Low,Low,Medium,Stable Revenue Contributors
2311.118403,489.6,1.0,68.0,0.0,0,0.0,0.0,0,0,0,45,0.0,California,Basic,High School or Below,Unemployed,Four-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
16414.039911750002,53.076203,2.0,118.0,74028.0,0,0.0,10.0,1,0,0,16,0.0,California,Basic,Bachelor,Employed,SUV,High,Low,Low,Stable Revenue Contributors
2476.480866,246.256648,1.0,62.0,47918.0,0,0.0,2.0,0,0,0,51,0.0,Washington,Basic,College,Employed,Two-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
3515.456573,741.6,1.0,103.0,0.0,0,2.0,30.0,0,0,0,13,0.0,California,Basic,College,Unemployed,Sports Car,Low,High,Medium,"High Income, Moderate Engagement"
12298.6863,542.4,2.0,113.0,17101.0,1,0.0,1.0,1,0,1,88,0.0,California,Basic,High School or Below,Medical Leave,SUV,High,Medium,Low,Balanced Portfolio
8341.929905,342.832065,8.5,107.0,30344.0,0,0.0,29.0,0,1,0,79,107.0,Nevada,Basic,Bachelor,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
2675.569927,430.477436,1.0,69.0,67837.0,0,4.0,19.0,0,0,0,17,0.0,Nevada,Basic,High School or Below,Employed,Four-Door Car,High,Medium,High,"High Income, Moderate Engagement"
6081.048248,393.6,3.0,82.0,0.0,0,0.0,26.0,0,1,0,33,82.0,California,Extended,College,Unemployed,Four-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5348.071007,331.2,8.5,69.0,25545.0,0,0.0,19.0,0,1,0,49,69.0,California,Basic,Master,Medical Leave,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,960.399730125,2.0,170.5,28013.0,0,0.0,25.0,1,0,0,30,0.0,Oregon,Premium,Bachelor,Employed,Luxury Car,Medium,High,Low,Stable Revenue Contributors
2698.355517,331.2,1.0,69.0,88867.0,0,1.0,6.0,0,0,0,2,0.0,California,Basic,High School or Below,Employed,Four-Door Car,High,Medium,Medium,"High Income, Moderate Engagement"
6021.842473,960.399730125,1.0,168.0,0.0,0,0.0,11.0,0,0,0,46,0.0,California,Premium,High School or Below,Unemployed,SUV,Low,High,Low,"High Income, Moderate Engagement"
6806.491395,465.633954,8.5,86.0,37839.0,0,0.0,35.0,0,1,0,77,86.0,Arizona,Extended,High School or Below,Employed,Two-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
3155.45562,488.296267,1.0,80.0,36706.0,0,0.0,19.0,0,0,0,67,0.0,Oregon,Extended,Bachelor,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
10536.07798,153.205591,2.0,87.0,92983.0,0,1.0,9.0,1,0,0,77,0.0,California,Extended,High School or Below,Employed,Four-Door Car,High,Medium,Medium,Stable Revenue Contributors
5113.899098,126.049033,3.0,64.0,92427.0,0,2.0,2.0,0,1,0,48,64.0,Arizona,Basic,Bachelor,Employed,Four-Door Car,High,Low,Medium,"Moderate Income, Lower Cross-Sell Potential"
5445.81699,667.2,1.0,139.0,21006.0,0,1.0,14.0,0,0,0,9,0.0,California,Extended,High School or Below,Employed,SUV,High,Medium,Medium,"High Income, Moderate Engagement"
16414.039911750002,499.2,2.0,104.0,40252.0,0,0.0,12.0,1,0,0,60,0.0,California,Basic,High School or Below,Employed,Sports Car,High,Medium,Low,Stable Revenue Contributors
4359.74197,307.2,8.5,64.0,0.0,0,0.0,17.0,0,1,0,84,64.0,California,Basic,Bachelor,Unemployed,Four-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5167.357134,316.8,6.0,66.0,30376.0,0,0.0,26.0,0,1,0,16,66.0,Washington,Basic,Master,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
2163.870179,302.4,1.0,63.0,0.0,0,0.0,0.0,0,0,0,75,0.0,Arizona,Basic,College,Unemployed,Two-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
2274.647023,468.0,1.0,65.0,0.0,0,0.0,21.0,0,0,0,40,0.0,Oregon,Basic,College,Unemployed,Two-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
5463.913828,214.772284,8.5,67.0,44305.0,0,0.0,33.0,0,1,0,39,67.0,Arizona,Basic,Master,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
2611.128028,435.7186,1.0,64.0,90349.0,0,0.0,31.0,0,0,0,77,0.0,California,Basic,Master,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
5098.854489,609.046345,7.0,97.0,0.0,0,4.0,20.0,0,1,0,9,97.0,Oregon,Extended,Bachelor,Unemployed,Two-Door Car,Low,Medium,High,"Moderate Income, Lower Cross-Sell Potential"
7089.68396,432.0,6.0,90.0,52707.0,0,1.0,33.0,0,1,0,66,90.0,Oregon,Extended,High School or Below,Employed,Four-Door Car,High,Medium,Medium,"Moderate Income, Lower Cross-Sell Potential"
5096.700181,27.66775,4.0,65.0,27940.0,0,1.0,21.0,0,1,0,3,65.0,Washington,Basic,College,Employed,Two-Door Car,High,Low,Medium,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,238.561687,2.0,67.0,60221.0,0,0.0,3.0,1,0,0,17,0.0,Nevada,Basic,Bachelor,Employed,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
9277.233839,556.8,3.0,116.0,71416.0,0,0.0,10.0,0,1,0,0,116.0,Oregon,Basic,High School or Below,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
4917.889638,511.2,5.0,71.0,0.0,0,0.0,27.0,0,1,0,81,71.0,Arizona,Basic,High School or Below,Unemployed,Two-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5284.509533,151.495249,8.5,67.0,71960.0,0,0.0,12.0,0,1,0,40,67.0,California,Basic,College,Employed,Two-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
8255.76385,59.987126,4.0,103.0,54040.0,0,0.0,14.0,0,1,0,88,103.0,Washington,Basic,High School or Below,Employed,SUV,High,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
6259.477847,254.142365,4.0,83.0,0.0,0,0.0,8.0,0,1,0,78,83.0,Oregon,Extended,College,Unemployed,Four-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,950.4,2.0,170.5,40740.0,0,0.0,19.0,1,0,0,60,0.0,Oregon,Basic,High School or Below,Employed,Luxury SUV,High,High,Low,Stable Revenue Contributors
12741.84754,419.365958,2.0,106.0,73054.0,1,1.0,34.0,1,0,1,36,0.0,Washington,Basic,Bachelor,Employed,SUV,High,Medium,Medium,Balanced Portfolio
3538.059456,321.6,7.0,67.0,0.0,0,5.0,12.0,0,1,0,67,67.0,Arizona,Basic,College,Unemployed,Four-Door Car,Low,Medium,High,"Moderate Income, Lower Cross-Sell Potential"
2706.606128,350.4,1.0,73.0,22664.0,0,0.0,0.0,0,0,0,8,0.0,Nevada,Basic,College,Medical Leave,Two-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
7264.803903,451.2,5.0,94.0,12075.0,0,0.0,16.0,0,1,0,23,94.0,California,Extended,Bachelor,Medical Leave,Four-Door Car,Medium,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
3609.798318,647.039443,1.0,97.0,58297.0,0,5.0,19.0,0,0,0,94,0.0,California,Extended,College,Employed,Four-Door Car,High,Medium,High,"High Income, Moderate Engagement"
8418.573784,552.0,8.5,115.0,0.0,0,0.0,21.0,0,1,0,62,115.0,California,Basic,Bachelor,Unemployed,SUV,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
12298.6863,542.4,2.0,113.0,17101.0,1,0.0,1.0,1,0,1,88,0.0,Nevada,Basic,High School or Below,Medical Leave,SUV,High,Medium,Low,Balanced Portfolio
8044.872393,284.000172,2.0,67.0,71391.0,1,0.0,29.0,0,0,1,39,0.0,Oregon,Basic,Bachelor,Employed,Four-Door Car,High,Medium,Low,Balanced Portfolio
4374.038985,42.950852,1.0,113.0,34516.0,0,3.0,12.0,0,0,0,70,0.0,Nevada,Premium,High School or Below,Employed,Four-Door Car,High,Low,High,"High Income, Moderate Engagement"
